"CaseId","WEIGHT","DV1A","DV1B","DV1C","DV1D","DV2A","DV2B","DV2C","DV2D","DV3A","DV3B","DV3C","DV3D","DV4A","DV4B","DV4C","DV4D","GENDER","AGE4","RACETHNICITY","EDUC5","INCOME4","METRO"
1011,2.1347752572,"Yes","No","Yes","Yes","No","Yes","Yes","No","No","Unsure","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
1012,2.0434954355,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Unsure","Yes","Yes","SKIPPED ON WEB","Female","18-29","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
1013,0.3858149951,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","No","Yes","Unsure","Female","18-29","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
1014,0.7032696807,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Female","18-29","Asian-Pacific Islander, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
1015,3.0452075781,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","Asian-Pacific Islander, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
1016,0.6708016831,"Yes","Yes","Yes","Yes","No","Unsure","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Unsure","Male","18-29","Hispanic","Less than HS","$60,000 to under $100,000","Metro Area"
1017,1.175846561,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Black, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
1018,1.7658201741,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","Female","18-29","Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
1019,0.1038637465,"Unsure","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Male","18-29","Black, non-Hispanic","Less than HS","$60,000 to under $100,000","Metro Area"
1020,1.2618292226,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","No","No","No","Yes","Unsure","No","Female","18-29","Black, non-Hispanic","Less than HS","$30,000 to under $60,000","Metro Area"
1021,1.4107445065,"Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Male","60+","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1022,0.7399732866,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Female","30-44","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1023,0.3331882052,"Yes","Yes","Yes","Yes","No","Unsure","Yes","Unsure","Unsure","No","No","No","No","No","No","No","Male","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1024,0.3206959391,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Male","60+","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Non-Metro Area"
1025,0.702911673,"Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Female","18-29","White, non-Hispanic","Less than HS","Less than $30,000","Non-Metro Area"
1026,1.1205609553,"Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Female","18-29","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
1027,1.0652973713,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Unsure","Male","45-59","Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Non-Metro Area"
1028,0.3349478048,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","No","Yes","Yes","No","No","Yes","Unsure","Yes","Yes","Male","30-44","Black, non-Hispanic","Less than HS","Less than $30,000","Metro Area"
1029,1.7052322132,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
1030,1.1863229538,"No","No","No","No","No","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Male","60+","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
1031,0.2380967599,"Yes","SKIPPED ON WEB","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Black, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
1032,0.325733458,"Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Male","18-29","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1033,1.6969255352,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
1034,1.7516882012,"Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Female","60+","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
1035,4.1473375666,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Unsure","No","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Female","45-59","Black, non-Hispanic","Less than HS","Less than $30,000","Non-Metro Area"
1036,0.1645376041,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Male","30-44","Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
1037,0.2740100011,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Unsure","No","Female","45-59","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1038,0.2522719337,"Yes","Yes","Yes","Yes","No","Unsure","Yes","Unsure","Yes","Yes","No","No","Yes","No","Yes","Unsure","Male","60+","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
1039,0.3016353894,"Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Yes","Unsure","Female","45-59","Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
1040,3.404212974,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Unsure","No","Yes","No","Yes","Yes","No","Male","18-29","Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
1041,3.0985293505,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Female","18-29","Black, non-Hispanic","Less than HS","$60,000 to under $100,000","Non-Metro Area"
1042,0.4931648023,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Unsure","No","No","Yes","Yes","Female","30-44","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1043,1.6451311982,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
1044,0.8617268326,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1045,0.6267669946,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Unsure","Yes","Yes","Yes","Female","60+","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
1046,0.5879757989,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","SKIPPED ON WEB","Male","30-44","Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
1047,0.5748238475,"Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Male","30-44","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1048,0.2962374698,"Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Male","60+","Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
1049,1.038645191,"Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Female","60+","Black, non-Hispanic","Less than HS","Less than $30,000","Metro Area"
1050,0.8765249913,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","Male","30-44","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
1051,3.7876877381,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Male","18-29","White, non-Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
1052,0.5195268142,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","Black, non-Hispanic","Bachelor's degree","Less than $30,000","Metro Area"
1053,0.9853710231,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
1054,0.1243187793,"Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","No","Yes","No","No","Yes","Unsure","Yes","Yes","Female","30-44","Black, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
1055,0.6522804994,"Yes","No","Unsure","Yes","Unsure","Unsure","Yes","Unsure","Unsure","Unsure","No","No","Unsure","Unsure","Yes","Unsure","Female","45-59","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1056,0.333542359,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Non-Metro Area"
1057,0.8336550432,"Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","Yes","No","Male","18-29","Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
1058,1.2726650831,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Unsure","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
1059,0.7072911695,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Female","45-59","Black, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
1060,3.7163382013,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Male","18-29","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
1061,0.4863866584,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Male","30-44","Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
1062,0.570475346,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","18-29","Asian-Pacific Islander, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1063,0.7675209197,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1064,0.3173388083,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
1065,0.9479453799,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
1066,1.3032319852,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unsure","Yes","Unsure","Unsure","Unsure","Unsure","Yes","Unsure","Female","60+","Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
1067,0.3273535962,"Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1068,0.5623528787,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1069,1.3509037283,"Yes","Yes","Yes","Yes","No","No","No","No","Unsure","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Male","45-59","Black, non-Hispanic","Less than HS","Less than $30,000","Metro Area"
1070,1.1994647466,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
1071,1.6275680055,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Female","18-29","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
1072,1.248207137,"Yes","Unsure","Unsure","Yes","Unsure","Unsure","Yes","Unsure","Unsure","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Male","60+","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1073,0.6041924137,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Male","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1074,1.3470882473,"Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Male","18-29","Black, non-Hispanic","Less than HS","$30,000 to under $60,000","Metro Area"
1075,0.0931833736,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Male","45-59","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
1076,0.7191110229,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","Female","18-29","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
1077,0.807969801,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","Yes","Yes","Yes","Yes","Male","18-29","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
1078,1.5113103356,"Yes","Unsure","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Female","30-44","Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1079,0.8584076983,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Male","18-29","Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
1080,2.0896723561,"Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Female","18-29","White, non-Hispanic","Less than HS","Less than $30,000","Non-Metro Area"
1081,0.2020358199,"Yes","No","Yes","Yes","No","Yes","Unsure","Yes","Yes","Unsure","No","No","No","No","Yes","Yes","Male","30-44","Black, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1082,0.9646528673,"Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Male","45-59","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
1083,0.7561730016,"Yes","Yes","Yes","Yes","No","No","Unsure","Yes","No","Unsure","Yes","Unsure","Yes","Unsure","Yes","Unsure","Female","45-59","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1084,0.6056995125,"Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Unsure","Female","30-44","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1085,1.0011823836,"Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Unsure","Yes","Unsure","Unsure","No","Yes","No","Yes","Unsure","Female","30-44","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1086,0.9050193964,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1087,1.2778766777,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Female","30-44","Black, non-Hispanic","Less than HS","Less than $30,000","Metro Area"
1088,0.2084338495,"Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Unsure","Yes","Unsure","No","No","Yes","Yes","Male","60+","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1089,0.474584721,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Unsure","Yes","Unsure","No","No","Yes","Yes","Female","45-59","Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
1090,0.9487390329,"Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Unsure","No","Yes","Yes","Male","60+","Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
1091,1.6113617595,"Yes","No","No","Yes","No","No","Yes","Unsure","No","No","No","No","SKIPPED ON WEB","No","Yes","No","Female","60+","Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
1092,0.5814025084,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Female","30-44","Black, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
1093,0.3067878742,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Male","30-44","Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
1094,0.4082591179,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","18-29","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
1095,0.841129081,"Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Female","45-59","Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
1096,0.3924228168,"Yes","Yes","Yes","Yes","No","Unsure","Yes","Unsure","Unsure","Unsure","No","Unsure","Unsure","No","Yes","Yes","Female","45-59","Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
